% K_lin=8.035300  p_cw=[-2.695200 31.026600 -64.676800]  p_ccw=[2.343300 4.917800 -23.132900]
Time[s]              Vcmd[V]              Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Omega_target[rad/s] 
        0.0000000000         0.0000000000         4.8553870000         0.4855387000         2.9835734056         1.4884266131         0.9414945888
        0.0000000000         0.0000000000         4.8604548000         0.4860454800         2.9838459126         1.4731126519         0.9517020986
        0.0000000000         0.0000000000         4.8654473000         0.4865447300         2.9841143967         1.4833219594         0.9797727506
        0.0000000000         0.0000000000         4.8704367000         0.4870436700         2.9843827401         1.4756649788         0.9797727506
        0.0000000000         0.0000000000         4.8754399000         0.4875439900         2.9846518518         1.4807696325         1.0103952802
        0.0000000000         0.0000000000         4.8804713000         0.4880471300         2.9849225067         1.4731126519         1.0103952802
        0.0000000000         0.0000000000         4.8855051000         0.4885505100         2.9851933171         1.4833219594         1.0282584224
        0.0000000000         0.0000000000         4.8904875000         0.4890487500         2.9854613884         1.4705603251         1.0461215646
        0.0000000000         0.0000000000         4.8955747000         0.4895574700         2.9857351250         1.4705603251         1.0512253195
        0.0000000000         0.0000000000         4.9005678000         0.4900567800         2.9860038245         1.4960835936         1.0792959716
        0.0000000000         0.0000000000         4.9054497000         0.4905449700         2.9862665651         1.4654556714         1.0843997265
        0.0000000000         0.0000000000         4.9105614000         0.4910561400         2.9865417001         1.4782173056         1.1022628687
        0.0000000000         0.0000000000         4.9154425000         0.4915442500         2.9868044487         1.4782173056         1.1150222560
        0.0000000000         0.0000000000         4.9204489000         0.4920448900         2.9870739680         1.4833219594         1.1303335207
        0.0000000000         0.0000000000         4.9254437000         0.4925443700         2.9873428890         1.4807696325         1.1430929080
        0.0000000000         0.0000000000         4.9304468000         0.4930446800         2.9876122831         1.4756649788         1.1558522953
        0.0000000000         0.0000000000         4.9354407000         0.4935440700         2.9878812079         1.4807696325         1.1788191925
        0.0000000000         0.0000000000         4.9404414000         0.4940441400         2.9881505252         1.4782173056         1.1839229474
        0.0000000000         0.0000000000         4.9454486000         0.4945448600         2.9884202187         1.4756649788         1.1915785797
        0.0000000000         0.0000000000         4.9506008000         0.4950600800         2.9886977495         1.4884266131         1.2196492318
        0.0000000000         0.0000000000         4.9554524000         0.4955452400         2.9889591135         1.4782173056         1.2273048642
        0.0000000000         0.0000000000         4.9603971000         0.4960397100         2.9892255184         1.4782173056         1.2324086191
        0.0000000000         0.0000000000         4.9653963000         0.4965396300         2.9894948856         1.4731126519         1.2553755162
        0.0000000000         0.0000000000         4.9704459000         0.4970445900         2.9897669952         1.5037405742         1.2757905359
        0.0000000000         0.0000000000         4.9754674000         0.4975467400         2.9900376170         1.4782173056         1.2834461683
        0.0000000000         0.0000000000         4.9804488000         0.4980448800         2.9903061039         1.4782173056         1.2962055556
        0.0000000000         0.0000000000         4.9854486000         0.4985448600         2.9905756088         1.4884266131         1.3191724527
        0.0000000000         0.0000000000         4.9904431000         0.4990443100         2.9908448542         1.4807696325         1.3242762076
        0.0000000000         0.0000000000         4.9954318000         0.4995431800         2.9911138131         1.4756649788         1.3395874724
        0.0000000000         0.0000000000         0.0000000000         0.0005907000         0.0000590700         2.5000000000         1.3378393285
