% Motor Triangle Wave Linearization Verification - Cycle Average
% Period      = 40.0 [sec]
% Cycles used = 5
% Fs          = 200 [Hz]
% N per cycle = 8000

Time[s]              Vcmd_ref_avg[V]      Omega_target_avg[rad/s] Omega_avg[rad/s]    
7.5650000000         1.8912532050         15.7600020826        14.2488984550       
7.5700000000         1.8925010650         15.7704006248        14.2621959199       
7.5750000000         1.8937641200         15.7809257884        14.2621959199       
7.5800000000         1.8950011450         15.7912340414        14.1026263417       
7.5850000000         1.8962516150         15.8016543330        14.2621959199       
7.5900000000         1.8975147000         15.8121797466        14.3419807089       
7.5950000000         1.8987507850         15.8224801665        14.2090060605       
7.6000000000         1.9000009950         15.8328982914        14.0095440878       
7.6050000000         1.9012512450         15.8433167497        14.1425187363       
7.6100000000         1.9025148900         15.8538468299        14.3286832441       
7.6150000000         1.9037513350         15.8641502497        14.2754933847       
7.6200000000         1.9050017450         15.8745700412        14.2356009902       
7.6250000000         1.9062516700         15.8849857913        14.1558162011       
7.6300000000         1.9075010100         15.8953966664        14.3153857792       
7.6350000000         1.9087513150         15.9058155830        14.2356009902       
7.6400000000         1.9100014850         15.9162333747        14.2488984550       
7.6450000000         1.9112526350         15.9266593327        14.3552781738       
7.6500000000         1.9125009900         15.9370619998        14.3020883144       
7.6550000000         1.9137513900         15.9474817080        14.3685756386       
7.6600000000         1.9150012850         15.9578972080        14.3552781738       
7.6650000000         1.9162518500         15.9683182912        14.5281452168       
7.6700000000         1.9175140000         15.9788359134        14.3951705683       
7.6750000000         1.9187513250         15.9891466664        14.3419807089       
7.6800000000         1.9200017800         15.9995668329        14.3552781738       
7.6850000000         1.9212525950         16.0099899994        14.4882528223       
7.6900000000         1.9225012400         16.0203950830        14.4616578926       
7.6950000000         1.9239290150         16.0322928749        14.4483604277       
7.7000000000         1.9250164700         16.0413547462        14.5281452167       
7.7050000000         1.9262534650         16.0516627492        14.4749553574       
7.7100000000         1.9275014000         16.0620619164        14.4084680332       
7.7150000000         1.9287519150         16.0724825829        14.4217654980       
7.7200000000         1.9300011900         16.0828929164        14.6478224004       
7.7250000000         1.9312516250         16.0933129163        14.5414426816       
7.7300000000         1.9325197700         16.1038804954        14.5547401464       
7.7350000000         1.9337513750         16.1141435830        14.5680376113       
7.7400000000         1.9350012900         16.1245592497        14.6345249355       
7.7450000000         1.9362515650         16.1349779163        14.5281452168       
7.7500000000         1.9375010150         16.1453897081        14.6611198652       
7.7550000000         1.9387512050         16.1558076664        14.5015502871       
7.7600000000         1.9400020550         16.1662311245        14.7276071895       
7.7650000000         1.9412511950         16.1766403331        14.6877147949       
7.7700000000         1.9425013750         16.1870582080        14.6079300058       
7.7750000000         1.9437512850         16.1974738330        14.6478224004       
7.7800000000         1.9450016750         16.2078934579        14.5547401465       
7.7850000000         1.9462514700         16.2183081247        14.7542021191       
7.7900000000         1.9475018400         16.2287275829        14.7409046543       
7.7950000000         1.9487517350         16.2391430829        14.8206894434       
7.8000000000         1.9500018300         16.2495602496        14.5414426816       
7.8050000000         1.9512514350         16.2599733330        14.8206894434       
7.8100000000         1.9525015750         16.2703908746        14.6877147949       
7.8150000000         1.9537510450         16.2808028331        14.6744173301       
7.8200000000         1.9550022200         16.2912289995        14.6877147949       
7.8250000000         1.9562510400         16.3016355414        14.8605818379       
7.8300000000         1.9575022800         16.3120622494        14.8339869082       
7.8350000000         1.9587512000         16.3224696247        14.7674995840       
7.8400000000         1.9600079600         16.3329423315        14.9137716973       
7.8450000000         1.9612508850         16.3432997498        14.7674995840       
7.8500000000         1.9625022250         16.3537272912        14.7674995840       
